ss start end thetaxN
ss21 0 1000 NA
ss21 1000 2000 4.6583999678571023e-7
ss21 2000 3000 5.00903222350226e-6
ss21 3000 4000 5.00903222350226e-6
ss21 4000 5000 5.009032223502261e-6
ss21 5000 6000 5.00903222350226e-6
ss21 6000 7000 5.00903222350226e-6
ss21 7000 8000 5.00903222350226e-6
ss21 8000 9000 5.00903222350226e-6
ss21 9000 10000 5.00903222350226e-6
ss21 10000 11000 5.0090322235022434e-6
ss21 11000 12000 9.352269290690915e-6
ss21 12000 13000 6.785963307064316e-5
ss21 13000 14000 8.398810088943981e-5
ss21 14000 15000 4.3409907561084665e-5
ss21 15000 16000 1.7373083529943936e-5
ss21 16000 17000 1.4826945519336298e-5
ss21 17000 18000 1.4826945519336298e-5
ss21 18000 19000 1.4826945519336298e-5
ss21 19000 20000 1.4826945519336298e-5
ss21 20000 21000 9.666796303344554e-5
ss21 21000 22000 8.285343909681245e-5
ss21 22000 23000 1.6988102723292557e-5
ss21 23000 24000 6.7065142937899075e-6
ss21 24000 25000 4.046088386321226e-6
ss21 25000 26000 3.651189333995084e-6
ss21 26000 27000 1.1527619461106105e-6
ss21 27000 28000 9.242489292635543e-7
ss21 28000 29000 9.242489292635543e-7
ss21 29000 30000 9.242489292635543e-7
ss21 30000 31000 9.242489292635543e-7
ss21 31000 32000 9.242489292635543e-7
ss21 32000 33000 9.242489292635543e-7
ss21 33000 34000 9.242489292635543e-7
ss21 34000 35000 9.242489292635543e-7
ss21 35000 36000 9.242489292635543e-7
ss21 36000 37000 9.242489292635543e-7
ss21 37000 38000 9.242489292635543e-7
ss21 38000 39000 9.242489292635543e-7
ss21 39000 40000 9.242489292635543e-7
ss21 40000 41000 9.242489292635543e-7
ss21 41000 42000 9.242489292635543e-7
ss21 42000 43000 9.242489292635543e-7
ss21 43000 44000 9.242489292635543e-7
ss21 44000 45000 9.242489292635543e-7
ss21 45000 46000 9.242489292635543e-7
ss21 46000 47000 9.242489292635543e-7
ss21 47000 48000 9.242489292635543e-7
ss21 48000 49000 2.360121060117876e-6
ss21 49000 50000 5.05981937372725e-6
ss21 50000 51000 6.401947371977264e-5
ss21 51000 52000 8.266898072311412e-5
ss21 52000 53000 1.0241843677337305e-4
ss21 53000 54000 1.0509368153696722e-5
ss21 54000 55000 1.0509368153696722e-5
ss21 55000 56000 1.0509368153696722e-5
ss21 56000 57000 1.0509368153696722e-5
ss21 57000 58000 1.0509368153696722e-5
ss21 58000 59000 1.0509368153696722e-5
ss21 59000 60000 1.0509368153696722e-5
ss21 60000 61000 1.0509368153696722e-5
ss21 61000 62000 1.0509368153696722e-5
ss21 62000 63000 1.0509368153696722e-5
ss21 63000 64000 1.0509368153696722e-5
ss21 64000 65000 1.0509368153696722e-5
ss21 65000 66000 1.0509368153696722e-5
ss21 66000 67000 1.0509368153696722e-5
ss21 67000 68000 1.0509368153696722e-5
ss21 68000 69000 1.0509368153696722e-5
ss21 69000 70000 1.0509368153696722e-5
ss21 70000 71000 1.0509368153696722e-5
ss21 71000 72000 1.0509368153696722e-5
ss21 72000 73000 1.0509368153696722e-5
ss21 73000 74000 1.0509368153696722e-5
ss21 74000 75000 4.174668360797554e-6
ss21 75000 76000 2.3037984737755774e-6
ss21 76000 77000 2.303798473775593e-6
ss21 77000 78000 2.303798473775593e-6
ss21 78000 79000 2.303798473775593e-6
ss21 79000 80000 2.303798473775593e-6
ss21 80000 81000 2.303798473775593e-6
ss21 81000 82000 2.303798473775593e-6
ss21 82000 83000 2.303798473775593e-6
ss21 83000 84000 2.303798473775593e-6
ss21 84000 85000 2.303798473775593e-6
ss21 85000 86000 2.303798473775593e-6
ss21 86000 87000 2.303798473775593e-6
ss21 87000 88000 2.303798473775593e-6
ss21 88000 89000 2.303798473775593e-6
ss21 89000 90000 2.303798473775593e-6
ss21 90000 91000 2.0296348392937932e-6
ss21 91000 92000 1.974648547115852e-6
ss21 92000 93000 1.701420973596127e-6
ss21 93000 94000 1.6932607268071754e-6
ss21 94000 95000 1.6932607268071754e-6
ss21 95000 96000 1.6932607268071754e-6
ss21 96000 97000 1.6932607268071754e-6
ss21 97000 98000 1.6932607268071754e-6
ss21 98000 99000 1.6932607268071754e-6
ss21 99000 100000 1.6932607268071754e-6
ss21 100000 101000 1.6932607268071754e-6
ss21 101000 102000 1.6932607268071754e-6
ss21 102000 103000 1.6932607268071754e-6
ss21 103000 104000 1.6932607268071754e-6
ss21 104000 105000 1.6932607268071754e-6
ss21 105000 106000 1.6932607268071754e-6
ss21 106000 107000 1.6932607268071807e-6
ss21 107000 108000 1.2369814565738706e-6
ss21 108000 109000 1.1457369438067182e-6
ss21 109000 110000 1.1398375570587534e-6
ss21 110000 111000 1.1398375570587621e-6
ss21 111000 112000 1.1398375570587621e-6
ss21 112000 113000 1.1398375570587621e-6
ss21 113000 114000 1.1398375570587621e-6
ss21 114000 115000 1.1398375570587621e-6
ss21 115000 116000 1.1398375570587621e-6
ss21 116000 117000 1.1398375570587621e-6
ss21 117000 118000 1.1398375570587621e-6
ss21 118000 119000 1.1398375570587623e-6
ss21 119000 120000 1.1398375570587621e-6
ss21 120000 121000 1.1398375570587621e-6
ss21 121000 122000 1.1398375570587621e-6
ss21 122000 123000 1.1398375570587621e-6
ss21 123000 124000 1.1398375570587621e-6
ss21 124000 125000 1.1398375570587621e-6
ss21 125000 126000 1.1398375570587621e-6
ss21 126000 127000 1.1398375570587621e-6
ss21 127000 128000 1.1398375570587621e-6
ss21 128000 129000 1.1398375570587621e-6
ss21 129000 130000 1.1398375570587621e-6
ss21 130000 131000 1.1398375570587621e-6
ss21 131000 132000 1.1398375570587621e-6
ss21 132000 133000 1.1398375570587583e-6
ss21 133000 134000 1.1398375570587174e-6
ss21 134000 135000 1.942759259861738e-6
ss21 135000 136000 8.23896209466735e-6
ss21 136000 137000 1.5032559549460104e-5
ss21 137000 138000 3.2177389892346125e-5
ss21 138000 139000 2.200223104800953e-5
ss21 139000 140000 1.372876945209106e-5
ss21 140000 141000 1.372876945209106e-5
ss21 141000 142000 1.0054897463225428e-5
ss21 142000 143000 9.480195034334312e-6
ss21 143000 144000 9.480195034334312e-6
ss21 144000 145000 9.480195034334314e-6
ss21 145000 146000 9.480195034334312e-6
ss21 146000 147000 9.480195034334312e-6
ss21 147000 148000 8.862136372584028e-6
ss21 148000 149000 8.621780226347806e-6
ss21 149000 150000 8.621780226347806e-6
ss21 150000 151000 7.0920880412377575e-6
ss21 151000 152000 5.38775869334559e-6
ss21 152000 153000 4.884396583556451e-6
ss21 153000 154000 4.868293151767531e-6
ss21 154000 155000 4.868293151767531e-6
ss21 155000 156000 4.868293151767531e-6
ss21 156000 157000 4.868293151767531e-6
ss21 157000 158000 4.868293151767531e-6
ss21 158000 159000 4.868293151767531e-6
ss21 159000 160000 4.929299142526617e-6
ss21 160000 161000 1.3277579834066466e-5
ss21 161000 162000 1.744770710042216e-5
ss21 162000 163000 1.2101858831295341e-5
ss21 163000 164000 5.68265305882916e-6
ss21 164000 165000 2.014389417207108e-6
ss21 165000 166000 2.014389417207108e-6
ss21 166000 167000 2.014389417207108e-6
ss21 167000 168000 2.014389417207108e-6
ss21 168000 169000 2.014389417207108e-6
ss21 169000 170000 2.014389417207108e-6
ss21 170000 171000 2.014389417207108e-6
ss21 171000 172000 2.090052739563377e-6
ss21 172000 173000 4.924517200140772e-6
ss21 173000 174000 4.924517200140772e-6
ss21 174000 175000 4.924517200140772e-6
ss21 175000 176000 6.640029815121493e-6
ss21 176000 177000 1.8087015800266492e-5
ss21 177000 178000 1.4998926961912157e-5
ss21 178000 179000 1.1581234196864988e-5
ss21 179000 180000 1.1581234196864988e-5
ss21 180000 181000 1.2211669831550763e-5
ss21 181000 182000 1.2255496907758864e-5
ss21 182000 183000 1.4587882608041497e-5
ss21 183000 184000 6.332189450263995e-5
ss21 184000 185000 6.679112566016724e-5
ss21 185000 186000 3.0827318567798593e-5
ss21 186000 187000 9.02210360771209e-6
ss21 187000 188000 7.278391514876631e-6
ss21 188000 189000 3.329211017754053e-6
ss21 189000 190000 1.8708118580164286e-6
ss21 190000 191000 1.616373655116049e-6
ss21 191000 192000 8.339231424319153e-7
ss21 192000 193000 6.449522027658404e-7
ss21 193000 194000 6.179713215356014e-7
ss21 194000 195000 5.893798146277634e-7
ss21 195000 196000 5.893798146277634e-7
ss21 196000 197000 5.893798146277634e-7
ss21 197000 198000 5.893798146277634e-7
ss21 198000 199000 5.893798146277634e-7
ss21 199000 200000 5.893798146277634e-7
ss21 200000 201000 5.893798146277634e-7
ss21 201000 202000 5.893798146277634e-7
ss21 202000 203000 5.893798146277634e-7
ss21 203000 204000 6.733507025222523e-7
ss21 204000 205000 1.2720699601114132e-6
ss21 205000 206000 1.2720699601114132e-6
ss21 206000 207000 2.1532164115547938e-6
ss21 207000 208000 2.877417356078297e-6
ss21 208000 209000 2.9232952009809162e-6
ss21 209000 210000 2.9232952009809162e-6
ss21 210000 211000 2.923295200980916e-6
ss21 211000 212000 3.2887238599997587e-6
ss21 212000 213000 4.9762651954687965e-6
ss21 213000 214000 1.7548159967132902e-5
ss21 214000 215000 2.5059164191737336e-5
ss21 215000 216000 2.5059164191737336e-5
ss21 216000 217000 2.5059164191737333e-5
ss21 217000 218000 2.3949481700314064e-5
ss21 218000 219000 6.501228323768524e-6
ss21 219000 220000 2.354236891325167e-6
ss21 220000 221000 2.354236891325499e-6
ss21 221000 222000 2.1981463959719513e-6
ss21 222000 223000 1.8954852477163839e-6
ss21 223000 224000 1.8954852477164027e-6
ss21 224000 225000 1.8954852477164027e-6
ss21 225000 226000 1.8954852477164027e-6
ss21 226000 227000 1.898161321220041e-6
ss21 227000 228000 1.964459346470803e-6
ss21 228000 229000 2.2623532253048368e-6
ss21 229000 230000 4.649988202814114e-6
ss21 230000 231000 5.13050512405512e-6
ss21 231000 232000 2.2266004071277488e-5
ss21 232000 233000 4.952298944328405e-5
ss21 233000 234000 3.590576817125028e-5
ss21 234000 235000 2.2790010036712093e-5
ss21 235000 236000 1.3474997992077469e-5
ss21 236000 237000 2.4372054988320337e-5
ss21 237000 238000 9.245987186771144e-5
ss21 238000 239000 1.426460982810654e-4
ss21 239000 240000 8.920465765802798e-5
ss21 240000 241000 5.31963898946295e-6
ss21 241000 242000 2.749957240511155e-6
ss21 242000 243000 2.749957240511155e-6
ss21 243000 244000 1.7681082052111626e-6
ss21 244000 245000 1.6745475632934417e-6
ss21 245000 246000 1.6745475632934415e-6
ss21 246000 247000 1.6733971949826492e-6
ss21 247000 248000 1.3798856176495387e-6
ss21 248000 249000 1.319961329261058e-6
ss21 249000 250000 8.623859040665626e-7
ss21 250000 251000 8.400269665380956e-7
ss21 251000 252000 6.516852030499953e-7
ss21 252000 253000 6.458602000555233e-7
ss21 253000 254000 6.458602000555233e-7
ss21 254000 255000 6.458602000555233e-7
ss21 255000 256000 6.458602000555233e-7
ss21 256000 257000 6.458602000555233e-7
ss21 257000 258000 6.458602000555233e-7
ss21 258000 259000 6.458602000555233e-7
ss21 259000 260000 6.458602000555233e-7
ss21 260000 261000 6.458602000555233e-7
ss21 261000 262000 6.458602000555233e-7
ss21 262000 263000 6.458602000555233e-7
ss21 263000 264000 6.536659767926405e-7
ss21 264000 265000 6.866105506406774e-7
ss21 265000 266000 6.866105506406774e-7
ss21 266000 267000 6.866105506406774e-7
ss21 267000 268000 6.866105506406774e-7
ss21 268000 269000 6.866105506406775e-7
ss21 269000 270000 6.866105506406774e-7
ss21 270000 271000 6.866105506406774e-7
ss21 271000 272000 6.866105506406774e-7
ss21 272000 273000 8.453765697530079e-7
ss21 273000 274000 8.624311698126934e-7
ss21 274000 275000 1.1540857022718454e-6
ss21 275000 276000 1.4054401038019007e-6
ss21 276000 277000 1.4054401038019007e-6
ss21 277000 278000 1.4054401038019007e-6
ss21 278000 279000 1.4054401038019007e-6
ss21 279000 280000 1.4054401038019005e-6
ss21 280000 281000 1.4054401038019005e-6
ss21 281000 282000 1.4054401038019007e-6
ss21 282000 283000 1.4054401038019007e-6
ss21 283000 284000 1.4054401038019007e-6
ss21 284000 285000 1.4054401038019007e-6
ss21 285000 286000 1.4054401038019005e-6
ss21 286000 287000 1.4054401038019005e-6
ss21 287000 288000 1.4054401038019007e-6
ss21 288000 289000 1.4054401038019005e-6
ss21 289000 290000 1.6883689991974447e-6
ss21 290000 291000 2.041235374353685e-6
ss21 291000 292000 2.0412353743536856e-6
ss21 292000 293000 2.0412353743538677e-6
ss21 293000 294000 1.2659208399224834e-6
ss21 294000 295000 9.889246232470908e-7
